,field_1,OBJECTID,ID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,STATE_ID,ALT_NAME,ST_FIPS,OWNER,TTL_STAFF,BEDS,TRAUMA,HELIPAD,geometry,Unnamed: 0,counts,score
232,232,236,196784265,CARONDELET MARANA HOSPITAL,5620 CORTARO FARMS ROAD,TUCSON,AZ,85742,NOT AVAILABLE,(520) 872-4000,GENERAL ACUTE CARE,OPEN,8,PIMA,4019,USA,32.36090043,-111.08531186,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.azdhs.gov/documents/licensing/databases/medical_list.xls,2021-02-08,IMAGERY/OTHER,2022-04-01,NOT AVAILABLE,MED8492,NOT AVAILABLE,4,NOT AVAILABLE,-999,8,LEVEL I,N,POINT (-111.08531186 32.3609004300001),0.0,426.0,1.0
236,236,240,67185224,DIGNITY COMMUNITY CARE,1955 WEST FRYE ROAD,CHANDLER,AZ,85224,NOT AVAILABLE,(480) 728-3000,GENERAL ACUTE CARE,OPEN,429,MARICOPA,4013,USA,33.29739077,-111.87461186,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.azdhs.gov/documents/licensing/databases/medical_list.xls,2021-02-08,IMAGERY/OTHER,2015-01-07,NOT AVAILABLE,MED2124,NOT AVAILABLE,4,NOT AVAILABLE,-999,429,LEVEL I,Y,POINT (-111.87461186 33.29739077),0.0,426.0,1.0
239,239,243,3286001,FLAGSTAFF MEDICAL CENTER,1200 NORTH BEAVER STREET,FLAGSTAFF,AZ,86001,NOT AVAILABLE,(928) 779-3366,GENERAL ACUTE CARE,OPEN,268,COCONINO,4005,USA,35.20964623,-111.6439482,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.azdhs.gov/documents/licensing/databases/medical_list.xls,2021-02-08,IMAGERY/OTHER,2014-03-12,NOT AVAILABLE,MED0201,NOT AVAILABLE,4,NON-PROFIT,-999,268,LEVEL I,Y,POINT (-111.6439482 35.20964623),0.0,426.0,1.0
245,245,249,4485027,HONORHEALTH DEER VALLEY MEDICAL CENTER,19829 NORTH 27TH AVENUE,PHOENIX,AZ,85027,NOT AVAILABLE,(623) 879-6100,GENERAL ACUTE CARE,OPEN,204,MARICOPA,4013,USA,33.66612827,-112.11606718,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.azdhs.gov/documents/licensing/databases/medical_list.xls,2021-02-08,IMAGERY,2014-03-12,NOT AVAILABLE,MED0230,NOT AVAILABLE,4,NON-PROFIT,-999,204,LEVEL I,Y,POINT (-112.11606718 33.6661282700001),0.0,426.0,1.0
246,246,250,4585020,HONORHEALTH JOHN C. LINCOLN MEDICAL CENTER,250 EAST DUNLAP AVENUE,PHOENIX,AZ,85020,NOT AVAILABLE,(602) 331-5862,GENERAL ACUTE CARE,OPEN,262,MARICOPA,4013,USA,33.56914841,-112.07077104,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.azdhs.gov/documents/licensing/databases/medical_list.xls,2021-02-08,IMAGERY,2014-03-12,NOT AVAILABLE,MED0222,NOT AVAILABLE,4,NON-PROFIT,-999,262,LEVEL I,Y,POINT (-112.07077104 33.56914841),0.0,426.0,1.0
247,247,251,7285251,HONORHEALTH SCOTTSDALE OSBORN MEDICAL CENTER,7400 EAST OSBORN ROAD,SCOTTSDALE,AZ,85251,NOT AVAILABLE,(480) 882-4004,GENERAL ACUTE CARE,OPEN,325,MARICOPA,4013,USA,33.48839385,-111.92296685,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.azdhs.gov/documents/licensing/databases/medical_list.xls,2021-02-08,IMAGERY,2014-02-10,NOT AVAILABLE,MED0235,NOT AVAILABLE,4,NON-PROFIT,-999,325,LEVEL I,Y,POINT (-111.92296685 33.4883938500001),0.0,426.0,1.0
266,266,270,8285013,ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,350 WEST THOMAS ROAD,PHOENIX,AZ,85013,NOT AVAILABLE,(602) 406-5001,GENERAL ACUTE CARE,OPEN,586,MARICOPA,4013,USA,33.48097074,-112.07940279,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.azdhs.gov/documents/licensing/databases/medical_list.xls,2021-02-08,IMAGERY,2014-02-10,NOT AVAILABLE,MED2125,NOT AVAILABLE,4,NON-PROFIT,-999,586,LEVEL I,Y,POINT (-112.07940279 33.48097074),0.0,426.0,1.0
276,276,280,5485008,VALLEYWISE HEALTH MEDICAL CENTER,2601 EAST ROOSEVELT STREET,PHOENIX,AZ,85008,NOT AVAILABLE,(602) 344-5011,GENERAL ACUTE CARE,OPEN,758,MARICOPA,4013,USA,33.4578471,-112.02641296,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.azdhs.gov/documents/licensing/databases/medical_list.xls,2021-02-08,IMAGERY,2014-03-12,NOT AVAILABLE,MED0223,NOT AVAILABLE,4,GOVERNMENT - DISTRICT/AUTHORITY,-999,758,LEVEL I,Y,POINT (-112.02641296 33.4578471),0.0,426.0,1.0
347,347,351,63872202,ARKANSAS CHILDREN'S HOSPITAL,"1 CHILDREN'S WAY, SLOT 301",LITTLE ROCK,AR,72202,NOT AVAILABLE,(501) 364-1100,CHILDREN,OPEN,336,PULASKI,5119,USA,34.74323635,-92.29317669,622110,"CHILDREN'S HOSPITALS, GENERAL",https://www.healthy.arkansas.gov/images/uploads/pdf/hospitals_hfs_.xlsx,2022-01-21,IMAGERY/OTHER,2014-12-02,NOT AVAILABLE,AR4640,NOT AVAILABLE,5,NOT AVAILABLE,-999,336,LEVEL I,Y,POINT (-92.2931766899999 34.7432363500001),0.0,426.0,1.0
361,361,365,3072205,UAMS MEDICAL CENTER,4301 WEST MARKHAM STREET,LITTLE ROCK,AR,72205,7199,(501) 686-5000,GENERAL ACUTE CARE,OPEN,450,PULASKI,5119,USA,34.74902515,-92.32013731,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.healthy.arkansas.gov/images/uploads/pdf/hospitals_hfs_.xlsx,2022-01-21,IMAGERY/OTHER,2014-02-10,http://www.uamshealth.com/?id=1&sid=1,AR4128,NOT AVAILABLE,5,GOVERNMENT - STATE,-999,450,LEVEL I,Y,POINT (-92.32013731000001 34.7490251500001),0.0,426.0,1.0
435,435,439,8693721,COMMUNITY REGIONAL MEDICAL CENTER,2823 FRESNO ST,FRESNO,CA,93721,1324,(559) 459-2962,GENERAL ACUTE CARE,OPEN,685,FRESNO,6019,USA,36.74389038,-119.7852398,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021-10-01,IMAGERY,2014-02-10,NOT AVAILABLE,040000101,FRESNO COMMUNITY HOSPITAL AND MEDICAL CENTER,6,NON-PROFIT,-999,685,LEVEL I,Y,POINT (-119.7852398 36.74389038),0.0,426.0,1.0
546,546,550,46894305,STANFORD HEALTH CARE,300 PASTEUR DR,STANFORD,CA,94305,2200,(650) 723-4000,GENERAL ACUTE CARE,OPEN,206,SANTA CLARA,6085,USA,37.43465244,-122.1748831,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021-10-01,IMAGERY/OTHER,2014-02-10,NOT AVAILABLE,070001357,STANFORD HEALTH CARE,6,NON-PROFIT,-999,206,LEVEL I,Y,POINT (-122.1748831 37.43465244),0.0,426.0,1.0
569,569,573,41292103,SCRIPPS MERCY HOSPITAL,4077 5TH AVE,SAN DIEGO,CA,92103,2105,(619) 260-7101,GENERAL ACUTE CARE,OPEN,446,SAN DIEGO,6073,USA,32.75143062,-117.16005359,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021-10-01,IMAGERY,2014-02-10,NOT AVAILABLE,090000025,SCRIPPS HEALTH,6,NON-PROFIT,-999,446,LEVEL I,Y,POINT (-117.16005359 32.7514306200001),0.0,426.0,1.0
575,575,579,51092103,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER,200 W ARBOR DR,SAN DIEGO,CA,92103,1911,(619) 543-6475,GENERAL ACUTE CARE,OPEN,381,SAN DIEGO,6073,USA,32.75477023,-117.16573138,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021-10-01,IMAGERY,2014-02-10,NOT AVAILABLE,090000154,THE REGENTS OF THE UNIVERSITY OF CALIFORNIA - UCSD,6,GOVERNMENT - STATE,-999,381,LEVEL I,Y,POINT (-117.16573138 32.7547702300001),0.0,426.0,1.0
637,637,641,594602,HIGHLAND HOSPITAL,1411 E 31ST STREET,OAKLAND,CA,94602,1018,(510) 535-7480,GENERAL ACUTE CARE,OPEN,169,ALAMEDA,6001,USA,37.79880162,-122.23119563,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021-10-01,IMAGERY/OTHER,2013-10-15,NOT AVAILABLE,140000034,ALAMEDA HEALTH SYSTEM,6,GOVERNMENT - LOCAL,-999,169,LEVEL I,N,POINT (-122.23119563 37.7988016200001),0.0,426.0,1.0
678,678,682,39094110,PRISCILLA CHAN AND MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL AND TRAUMA CENTER,1001 POTRERO AVE,SAN FRANCISCO,CA,94110,3518,(628) 206-6449,GENERAL ACUTE CARE,OPEN,284,SAN FRANCISCO,6075,USA,37.75657562,-122.40576212,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021-10-01,IMAGERY/OTHER,2014-02-10,NOT AVAILABLE,220000019,"CITY AND COUNTY OF SAN FRANCISCO, DEPT. PUBLIC HEALTH",6,GOVERNMENT - LOCAL,-999,284,LEVEL I,N,POINT (-122.40576212 37.75657562),0.0,426.0,1.0
761,761,765,37892501,RIVERSIDE COMMUNITY HOSPITAL,4445 MAGNOLIA AVE,RIVERSIDE,CA,92501,4135,(951) 788-3755,GENERAL ACUTE CARE,OPEN,478,RIVERSIDE,6065,USA,33.97655423,-117.38098895,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021-10-01,IMAGERY,2014-02-10,NOT AVAILABLE,250000049,"RIVERSIDE HEALTHCARE SYSTEM, L.P.",6,PROPRIETARY,-999,478,LEVEL I,Y,POINT (-117.38098895 33.97655423),0.0,426.0,1.0
961,961,965,5880228,CENTURA HEALTH - ST ANTHONY HOSPITAL,11600 W 2ND PL,LAKEWOOD,CO,80228,NOT AVAILABLE,(720) 321-0000,GENERAL ACUTE CARE,OPEN,237,JEFFERSON,8059,USA,39.71620904,-105.12928005,622110,"CHILDREN'S HOSPITALS, GENERAL",https://cdphe.colorado.gov/find-and-compare-facilities,2021-09-11,IMAGERY,2020-05-01,NOT AVAILABLE,010429,NOT AVAILABLE,8,NON-PROFIT,-999,237,LEVEL I,Y,POINT (-105.12928005 39.7162090400001),0.0,426.0,1.0
976,976,980,2780204,DENVER HEALTH MEDICAL CENTER,777 BANNOCK ST,DENVER,CO,80204,NOT AVAILABLE,(303) 436-4927,GENERAL ACUTE CARE,OPEN,555,DENVER,8031,USA,39.72820114,-104.99097511,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://cdphe.colorado.gov/find-and-compare-facilities,2021-09-11,IMAGERY,2020-05-01,http://www.denverhealth.org,010444,NOT AVAILABLE,8,GOVERNMENT - DISTRICT/AUTHORITY,-999,555,LEVEL I,Y,POINT (-104.99097511 39.7282011400001),0.0,426.0,1.0
1054,1054,1058,1280113,SWEDISH MEDICAL CENTER,501 E HAMPDEN AVE,ENGLEWOOD,CO,80113,NOT AVAILABLE,(303) 788-5000,GENERAL ACUTE CARE,OPEN,408,ARAPAHOE,8005,USA,39.65385659,-104.98054029,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://cdphe.colorado.gov/find-and-compare-facilities,2021-09-11,IMAGERY,2020-05-01,NOT AVAILABLE,010436,NOT AVAILABLE,8,PROPRIETARY,-999,408,LEVEL I,Y,POINT (-104.98054029 39.65385659),0.0,426.0,1.0
1061,1061,1065,155080909,UNIVERSITY COLO HEALTH MEMORIAL HOSPITAL CENTRAL,1400 E BOULDER ST,COLORADO SPRINGS,CO,80909,NOT AVAILABLE,(719) 365-5000,GENERAL ACUTE CARE,OPEN,583,EL PASO,8041,USA,38.83946663,-104.79945361,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://cdphe.colorado.gov/find-and-compare-facilities,2021-09-11,IMAGERY/OTHER,2020-05-01,NOT AVAILABLE,010542,NOT AVAILABLE,8,GOVERNMENT - STATE,-999,583,LEVEL I,Y,POINT (-104.79945361 38.8394666300001),0.0,426.0,1.0
1063,1063,1067,155180045,UNIVERSITY OF COLORADO HOSPITAL ANSCHUTZ INPATIENT,12605 EAST 16TH AVENUE,AURORA,CO,80045,NOT AVAILABLE,(720) 848-7800,SPECIAL,OPEN,678,ADAMS,8001,USA,39.7423045,-104.84112208,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://cdphe.colorado.gov/find-and-compare-facilities,2021-09-11,IMAGERY/OTHER,2020-05-01,NOT AVAILABLE,TC0003,NOT AVAILABLE,8,GOVERNMENT - STATE,-999,678,LEVEL I,Y,POINT (-104.84112208 39.7423045),0.0,426.0,1.0
1064,1064,1068,196784415,UNIVERSITY OF COLORADO HOSPITAL AUTHORITY,12605 E 16TH AVE,AURORA,CO,80045,NOT AVAILABLE,(720) 848-0000,GENERAL ACUTE CARE,OPEN,698,ADAMS,8001,USA,39.7426294,-104.8420288,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://cdphe.colorado.gov/find-and-compare-facilities,2021-09-11,IMAGERY/OTHER,2022-02-28,NOT AVAILABLE,010432,NOT AVAILABLE,8,NOT AVAILABLE,-999,698,LEVEL I,Y,POINT (-104.8420288 39.7426294000001),0.0,426.0,1.0
1099,1099,1103,1906504,"YALE NEW HAVEN HOSPITAL, INC",20 YORK ST,NEW HAVEN,CT,6510,3220,(203) 688-4242,GENERAL ACUTE CARE,OPEN,1541,NEW HAVEN,9009,USA,41.30469134,-72.93541366,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.elicense.ct.gov/lookup/generateroster.aspx,2021-11-21,IMAGERY,2014-03-12,http://www.ynhh.org,44,NOT AVAILABLE,9,NON-PROFIT,-999,1541,LEVEL I,Y,POINT (-72.9354136599999 41.30469134),0.0,426.0,1.0
1102,1102,1106,206105,SAINT FRANCIS HOSPITAL AND MEDICAL CENTER,114 WOODLAND STREET AND 500 BLUE HILLS AVENUE,HARTFORD,CT,6105,NOT AVAILABLE,(860) 714-4000,GENERAL ACUTE CARE,OPEN,617,HARTFORD,9003,USA,41.77381387,-72.69868009,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.elicense.ct.gov/lookup/generateroster.aspx,2021-11-21,IMAGERY,2014-02-10,https://www.trinityhealthofne.org/location/saint-francis-hospital,54,NOT AVAILABLE,9,NON-PROFIT,-999,617,LEVEL I,Y,POINT (-72.69868009 41.77381387),0.0,426.0,1.0
1116,1116,1120,719713,CHRISTIANA CARE HEALTH SERVICES - CHRISTIANA HOSPITAL,"4755 OGLETOWN-STANTON RD, PO BOX 6001",NEWARK,DE,19718,NOT AVAILABLE,(302) 733-1000,GENERAL ACUTE CARE,OPEN,906,NEW CASTLE,10003,USA,39.68748604,-75.66912143,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.dhss.delaware.gov/dhss/dhcq/files/hsptl_provider_data_11302021.pdf,2021-11-30,IMAGERY,2014-02-10,http://www.christianacare.org/christianahospital,HSPTL-002,NOT AVAILABLE,10,NON-PROFIT,-999,906,LEVEL I,Y,POINT (-75.66912143 39.6874860400001),0.0,426.0,1.0
1184,1184,1227,25,BROOKE ARMY MEDICAL CENTER,"3551 ROGER BROOKE DRIVE, BUILDING 3600",FORT SAM HOUSTON,TX,78234,6200,(210) 916-4141,MILITARY,OPEN,483,BEXAR,48029,USA,29.46009598,-98.41559126,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://tricare.mil/finddoctor/mtf,2021-12-02,IMAGERY/OTHER,2015-07-28,http://bamc.tricare.mil,80,"FORT SAM HOUSTON, SAN ANTONIO MILITARY MEDICAL CENTER",48,GOVERNMENT - FEDERAL,-999,483,LEVEL I,Y,POINT (-98.41559126 29.4600959800001),0.0,426.0,1.0
1231,1231,1322,920010,CHILDREN'S NATIONAL MEDICAL CENTER,111 MICHIGAN AVE NW,WASHINGTON,DC,20010,NOT AVAILABLE,(202) 476-5000,CHILDREN,OPEN,323,DISTRICT OF COLUMBIA,11001,USA,38.92726607,-77.01439372,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://dchealth.dc.gov/sites/default/files/dc/sites/doh/service_content/attachments/hospital%20directory%20december%2028%202021.pdf,2021-12-28,IMAGERY,2014-02-10,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,11,NON-PROFIT,-999,323,LEVEL I,Y,POINT (-77.01439372 38.92726607),0.0,426.0,1.0
1232,1232,1323,1220037,GEORGE WASHINGTON UNIVERSITY HOSPITAL,900 23RD ST NW,WASHINGTON,DC,20037,NOT AVAILABLE,(202) 715-4000,GENERAL ACUTE CARE,OPEN,395,DISTRICT OF COLUMBIA,11001,USA,38.90131901,-77.05063668,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://dchealth.dc.gov/sites/default/files/dc/sites/doh/service_content/attachments/hospital%20directory%20december%2028%202021.pdf,2021-12-28,IMAGERY/OTHER,2013-12-05,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,11,PROPRIETARY,-999,395,LEVEL I,N,POINT (-77.05063668 38.9013190100001),0.0,426.0,1.0
1234,1234,1325,720001,HOWARD UNIVERSITY HOSPITAL,2041 GEORGIA AVE NW,WASHINGTON,DC,20060,NOT AVAILABLE,(202) 865-6100,GENERAL ACUTE CARE,OPEN,482,DISTRICT OF COLUMBIA,11001,USA,38.91754841,-77.02009375,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://dchealth.dc.gov/sites/default/files/dc/sites/doh/service_content/attachments/hospital%20directory%20december%2028%202021.pdf,2021-12-28,IMAGERY,2014-02-10,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,11,NON-PROFIT,-999,482,LEVEL I,N,POINT (-77.0200937499999 38.9175484100001),0.0,426.0,1.0
1237,1237,1328,620010,MEDSTAR WASHINGTON HOSPITAL CENTER,110 IRVING ST NW,WASHINGTON,DC,20010,NOT AVAILABLE,(202) 877-7000,GENERAL ACUTE CARE,OPEN,912,DISTRICT OF COLUMBIA,11001,USA,38.92965194,-77.0156483,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://dchealth.dc.gov/sites/default/files/dc/sites/doh/service_content/attachments/hospital%20directory%20december%2028%202021.pdf,2021-12-28,IMAGERY,2014-02-10,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,11,NON-PROFIT,-999,912,LEVEL I,Y,POINT (-77.0156483 38.92965194),0.0,426.0,1.0
1304,1304,1395,4633316,BROWARD HEALTH MEDICAL CENTER,1600 S ANDREWS AVE,FORT LAUDERDALE,FL,33316,NOT AVAILABLE,(954) 355-5610,GENERAL ACUTE CARE,OPEN,723,BROWARD,12011,USA,26.10263549,-80.14088964,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2021-11-16,IMAGERY,2014-02-10,http://www.browardhealth.org,100039,NORTH BROWARD HOSPITAL DISTRICT,12,NON-PROFIT,-999,723,LEVEL I,Y,POINT (-80.14088964 26.1026354900001),0.0,426.0,1.0
